state	presidential_year	abb	population_2020	fips	mrp_ideology_se	mrp_ideology	irt_ideology_unweighted	self_ideology	self_ideology_se	irt_ideology_unweighted_sd	irt_ideology_unweighted_se	sample_size	survey_period	demshare_pres
"Utah"	2008	"UT"	3271616	49	0.06859310753440338	0.2130857701399585	0.16293339866601408	3.386406844106464	0.02296784329740867	0.9899722789633773	0.021096692677376704	2202	"2004-2011"	0.35473638627259935
"Utah"	2016	"UT"	3271616	49	0.04080262457684287	0.25074489521117166	0.2283233625988405	3.3182089552238807	0.026750197711968952	0.9521027484777449	0.02252906103401557	1786	"2012-2016"	0.37617101654588714
"Utah"	2020	"UT"	3271616	49	0.037261041239792236	0.1066796804461787	0.09091690057727855	3.1631191565546053	0.01565760407968512	0.9930586303755484	0.01335765301393828	5527	"2017-2021"	0.39306394878148365
"Vermont"	2008	"VT"	643077	50	0.06951433078063143	-0.2499765851418584	-0.3045348578781691	2.8249566724436743	0.04411251678461797	0.9941752055927736	0.04008901354709999	615	"2004-2011"	0.688991817393381
"Vermont"	2016	"VT"	643077	50	0.04847153473357126	-0.16224130360485872	-0.21430938558235474	2.812636165577342	0.049923313235071216	1.0071459780382752	0.044995963914779155	501	"2012-2016"	0.6518642632382037
"Vermont"	2020	"VT"	643077	50	0.0454206387041919	-0.28596122802615453	-0.3181764616601534	2.721217887725975	0.03446237184253927	1.091814078665278	0.03207059165853479	1159	"2017-2021"	0.6829918655280656
"Virginia"	2008	"VA"	8631393	51	0.06371517342412142	0.05348962772438473	0.063589908220266	3.2674075360305608	0.014457342333446881	1.0042557407674986	0.012980038086144213	5986	"2004-2011"	0.5318258440612755
"Virginia"	2016	"VA"	8631393	51	0.035089334703301306	0.05923817878955646	0.026098914807856803	3.077409750651284	0.015019664310273344	0.9980533745038288	0.013101694909635404	5803	"2012-2016"	0.528263762771547
"Virginia"	2020	"VA"	8631393	51	0.036409855922463534	-0.024698807025878584	0.005405523935010527	3.0179692843374992	0.008991704939861928	1.0433141284281133	0.007911162863214524	17392	"2017-2021"	0.551546869993999
"Washington"	2008	"WA"	7705281	53	0.0632190732692294	-0.09348486716314289	-0.10821744573489844	3.062193679229339	0.014622285101089115	1.074546387620863	0.013744644001760058	6112	"2004-2011"	0.5875202680210895
"Washington"	2016	"WA"	7705281	53	0.03487277788487499	-0.050360649499815405	-0.07750056954024705	2.947265625	0.016212775126853467	1.0335011098508824	0.014704405575629102	4940	"2012-2016"	0.5878693120006476
"Washington"	2020	"WA"	7705281	53	0.03573278351815906	-0.17648599923358008	-0.17311929254754047	2.8257967754030746	0.009590816460131813	1.0462202385504409	0.008617947436496758	14738	"2017-2021"	0.599255031847907
"West Virginia"	2008	"WV"	1793716	54	0.06521011782204172	0.14923517759687138	0.09878039484026678	3.2481556002682765	0.026672749192410652	0.9050108113402371	0.02261114273277876	1602	"2004-2011"	0.4332625623286275
"West Virginia"	2016	"WV"	1793716	54	0.04161850760463617	0.26114689850567985	0.22179203534571454	3.264261744966443	0.03043151469826277	0.8959005062608614	0.024492421528824807	1338	"2012-2016"	0.27838947748704224
"West Virginia"	2020	"WV"	1793716	54	0.03797502705986297	0.20099440141965352	0.17859568624084604	3.181482393499138	0.017318108171380495	0.9415510671574274	0.013882413116142201	4600	"2017-2021"	0.3020146768607797
"Wisconsin"	2008	"WI"	5893718	55	0.06440354442175006	0.07948146426638347	0.05958921713805674	3.1935746238308256	0.01537516907635425	1.0102503177860815	0.014047522540218899	5172	"2004-2011"	0.5705567824781841
"Wisconsin"	2016	"WI"	5893718	55	0.03683953617648814	0.07905347802413923	0.02647323036135715	3.126065162907268	0.017184237300114095	0.9676529832361025	0.014666460140708033	4353	"2012-2016"	0.49592010961970284
"Wisconsin"	2020	"WI"	5893718	55	0.03644863913213412	0.004256095934046615	-0.014443839234088525	3.0187625447246704	0.010254435476510018	1.027528716175126	0.009163048198684309	12575	"2017-2021"	0.5031906326653399
"Wyoming"	2008	"WY"	576851	56	0.07282886619604635	0.19048215651863676	0.13202959393567132	3.3484087102177553	0.04747477975467252	1.029743762514962	0.04128896321076673	622	"2004-2011"	0.3343797664490409
"Wyoming"	2016	"WY"	576851	56	0.05114117072647031	0.36674039151065063	0.3389077750220846	3.462162162162162	0.057190510438221515	1.0462871493492	0.052249086877517316	401	"2012-2016"	0.2429468037084621
"Wyoming"	2020	"WY"	576851	56	0.04498953904542196	0.3508838213720116	0.35484142670091784	3.4202586206896552	0.03430899731315672	1.0150191124661405	0.031429108752272596	1043	"2017-2021"	0.27519565624414905
